date,db1,db2,diff_db1_db2,id_own,cluster_nr,mean_error
2022-02-13,0.0,0.0,0.0,896,5.0,0
2022-02-14,0.0,0.0,0.0,896,5.0,0
2022-02-15,0.0,0.0,0.0,896,5.0,0
2022-02-16,0.0,0.0,0.0,896,5.0,0
2022-02-17,0.0,0.0,0.0,896,5.0,0
2022-02-18,0.0,0.0,0.0,896,5.0,0
2022-02-19,0.0,0.0,0.0,896,5.0,0
2022-02-20,0.0,0.0,0.0,896,5.0,0
2022-02-21,0.0,0.0,0.0,896,5.0,0
2022-02-22,0.0,0.0,0.0,896,5.0,0
2022-02-23,0.0,0.0,0.0,896,5.0,0
2022-02-24,0.0,0.0,0.0,896,5.0,0
2022-02-25,0.0,0.0,0.0,896,5.0,0
2022-02-26,0.0,0.0,0.0,896,5.0,0
2022-02-27,0.0,0.0,0.0,896,5.0,0
2022-02-28,0.0,0.0,0.0,896,5.0,0
2022-03-01,0.0,0.0,0.0,896,5.0,0
2022-03-02,0.0,0.0,0.0,896,5.0,0
2022-03-03,0.0,0.0,0.0,896,5.0,0
2022-03-04,0.0,0.0,0.0,896,5.0,0
2022-03-05,0.0,0.0,0.0,896,5.0,0
2022-03-06,0.0,0.0,0.0,896,5.0,0
2022-03-07,0.0,0.0,0.0,896,5.0,0
2022-03-08,0.0,0.0,0.0,896,5.0,0
2022-03-09,0.0,0.0,0.0,896,5.0,0
2022-03-10,0.0,0.0,0.0,896,5.0,0
2022-03-11,0.0,0.0,0.0,896,5.0,0
2022-03-12,0.0,0.0,0.0,896,5.0,0
2022-03-13,0.0,0.0,0.0,896,5.0,0
2022-03-14,0.0,0.0,0.0,896,5.0,0
2022-03-15,0.0,0.0,0.0,896,5.0,0
2022-03-16,0.0,0.0,0.0,896,5.0,0
2022-03-17,0.0,0.0,0.0,896,5.0,0
2022-03-18,0.0,0.0,0.0,896,5.0,0
2022-03-19,0.0,0.0,0.0,896,5.0,0
2022-03-20,0.0,0.0,0.0,896,5.0,0
2022-03-21,0.0,0.0,0.0,896,5.0,0
2022-03-22,1.0,0.0,1.0,896,5.0,0
2022-03-23,1.0,1.0,0.0,896,5.0,0
2022-03-24,1.0,1.0,0.0,896,5.0,0
2022-03-25,7.0,1.0,6.0,896,4.0,6
2022-03-26,19.0,7.0,12.0,896,3.0,11
2022-03-27,22.0,19.0,3.0,896,5.0,0
2022-03-28,53.0,22.0,31.0,896,1.0,31
2022-03-29,66.0,53.0,13.0,896,3.0,11
2022-03-30,74.0,66.0,8.0,896,4.0,6
2022-03-31,75.0,74.0,1.0,896,5.0,0
2022-04-01,85.0,75.0,10.0,896,3.0,11
2022-04-02,62.0,85.0,23.0,896,2.0,23
2022-04-03,59.0,62.0,3.0,896,5.0,0
2022-04-04,60.0,59.0,1.0,896,5.0,0
2022-04-05,50.0,60.0,10.0,896,3.0,11
2022-04-06,39.0,50.0,11.0,896,3.0,11
2022-04-07,32.0,39.0,7.0,896,4.0,6
2022-04-08,33.0,32.0,1.0,896,5.0,0
2022-04-09,31.0,33.0,2.0,896,5.0,0
2022-04-10,42.0,31.0,11.0,896,3.0,11
2022-04-11,56.0,42.0,14.0,896,3.0,11
2022-04-12,62.0,56.0,6.0,896,4.0,6
2022-04-13,61.0,55.0,6.0,896,4.0,6
2022-04-14,55.0,54.0,1.0,896,5.0,0
2022-04-15,58.0,48.0,10.0,896,3.0,11
2022-04-16,44.0,51.0,7.0,896,4.0,6
2022-04-17,45.0,37.0,8.0,896,4.0,6
2022-04-18,43.0,48.0,5.0,896,4.0,6
2022-01-03,59.0,663.0,604.0,897,1.0,580
2022-01-04,59.0,382.0,323.0,897,2.0,349
2022-01-05,59.0,59.0,0.0,897,5.0,27
2022-01-06,49.0,59.0,10.0,897,5.0,27
2022-01-07,35.0,49.0,14.0,897,5.0,27
2022-01-08,17.0,35.0,18.0,897,5.0,27
2022-01-09,99.0,17.0,82.0,897,4.0,116
2022-01-10,212.0,99.0,113.0,897,4.0,116
2022-01-11,329.0,212.0,117.0,897,4.0,116
2022-01-12,449.0,329.0,120.0,897,4.0,116
2022-01-13,553.0,449.0,104.0,897,4.0,116
2022-01-14,552.0,553.0,1.0,897,5.0,27
2022-01-15,558.0,552.0,6.0,897,5.0,27
2022-01-16,528.0,558.0,30.0,897,5.0,27
2022-01-17,501.0,528.0,27.0,897,5.0,27
2022-01-18,478.0,501.0,23.0,897,5.0,27
2022-01-19,486.0,478.0,8.0,897,5.0,27
2022-01-20,489.0,486.0,3.0,897,5.0,27
2022-01-21,524.0,367.0,157.0,897,4.0,116
2022-01-22,552.0,402.0,150.0,897,4.0,116
2022-01-23,577.0,430.0,147.0,897,4.0,116
2022-01-24,609.0,455.0,154.0,897,4.0,116
2022-01-25,609.0,610.0,1.0,897,5.0,27
2022-01-26,609.0,732.0,123.0,897,4.0,116
2022-01-28,497.0,724.0,227.0,897,3.0,242
2022-01-29,458.0,621.0,163.0,897,4.0,116
2022-01-30,360.0,580.0,220.0,897,3.0,242
2022-01-31,290.0,360.0,70.0,897,5.0,27
2022-02-01,231.0,290.0,59.0,897,5.0,27
2022-02-02,213.0,231.0,18.0,897,5.0,27
2022-02-03,131.0,213.0,82.0,897,4.0,116
2022-02-04,107.0,131.0,24.0,897,5.0,27
2022-02-05,55.0,107.0,52.0,897,5.0,27
2022-02-06,19.0,55.0,36.0,897,5.0,27
2022-02-07,131.0,19.0,112.0,897,4.0,116
2022-02-08,231.0,131.0,100.0,897,4.0,116
2022-02-09,311.0,231.0,80.0,897,4.0,116
2022-02-10,392.0,311.0,81.0,897,4.0,116
2022-02-11,431.0,392.0,39.0,897,5.0,27
2022-02-12,387.0,431.0,44.0,897,5.0,27
2022-02-13,350.0,387.0,37.0,897,5.0,27
2022-02-14,366.0,350.0,16.0,897,5.0,27
2022-02-15,386.0,366.0,20.0,897,5.0,27
2022-02-16,448.0,386.0,62.0,897,5.0,27
2022-02-17,501.0,448.0,53.0,897,5.0,27
2022-02-18,538.0,501.0,37.0,897,5.0,27
2022-02-19,519.0,538.0,19.0,897,5.0,27
2022-02-20,418.0,519.0,101.0,897,4.0,116
2022-02-21,298.0,418.0,120.0,897,4.0,116
2022-02-22,177.0,298.0,121.0,897,4.0,116
2022-02-23,118.0,177.0,59.0,897,5.0,27
2022-02-24,144.0,118.0,26.0,897,5.0,27
2022-02-25,204.0,144.0,60.0,897,5.0,27
2022-02-26,325.0,204.0,121.0,897,4.0,116
2022-02-27,502.0,325.0,177.0,897,4.0,116
2022-02-28,483.0,502.0,19.0,897,5.0,27
2022-03-01,525.0,483.0,42.0,897,5.0,27
2022-03-02,529.0,525.0,4.0,897,5.0,27
2022-03-03,488.0,529.0,41.0,897,5.0,27
2022-03-04,431.0,488.0,57.0,897,5.0,27
2022-03-05,530.0,431.0,99.0,897,4.0,116
2022-03-06,506.0,530.0,24.0,897,5.0,27
2022-03-07,532.0,506.0,26.0,897,5.0,27
2022-03-08,518.0,532.0,14.0,897,5.0,27
2022-03-09,398.0,518.0,120.0,897,4.0,116
2022-03-10,277.0,398.0,121.0,897,4.0,116
2022-03-11,156.0,277.0,121.0,897,4.0,116
2022-03-12,66.0,156.0,90.0,897,4.0,116
2022-03-13,15.0,66.0,51.0,897,5.0,27
2022-03-14,133.0,15.0,118.0,897,4.0,116
2022-03-15,254.0,133.0,121.0,897,4.0,116
2022-03-16,375.0,254.0,121.0,897,4.0,116
2022-03-17,496.0,375.0,121.0,897,4.0,116
2022-03-18,587.0,496.0,91.0,897,4.0,116
2022-03-19,559.0,587.0,28.0,897,5.0,27
2022-03-20,438.0,559.0,121.0,897,4.0,116
2022-03-21,395.0,438.0,43.0,897,5.0,27
2022-03-22,395.0,395.0,0.0,897,5.0,27
2022-03-23,410.0,395.0,15.0,897,5.0,27
2022-03-24,440.0,410.0,30.0,897,5.0,27
2022-03-25,561.0,440.0,121.0,897,4.0,116
2022-03-26,604.0,561.0,43.0,897,5.0,27
2022-03-27,603.0,604.0,1.0,897,5.0,27
2022-03-28,601.0,603.0,2.0,897,5.0,27
2022-03-29,557.0,601.0,44.0,897,5.0,27
2022-03-30,601.0,557.0,44.0,897,5.0,27
2022-03-31,598.0,601.0,3.0,897,5.0,27
2022-04-01,731.0,598.0,133.0,897,4.0,116
2022-04-02,612.0,733.0,121.0,897,4.0,116
2022-04-03,547.0,867.0,320.0,897,2.0,349
2022-04-04,382.0,802.0,420.0,897,2.0,349
2022-04-05,295.0,637.0,342.0,897,2.0,349
2022-04-06,152.0,550.0,398.0,897,2.0,349
2022-04-07,152.0,405.0,253.0,897,3.0,242
2022-04-08,141.0,152.0,11.0,897,5.0,27
2022-04-09,181.0,141.0,40.0,897,5.0,27
2022-04-10,272.0,181.0,91.0,897,4.0,116
2022-04-11,284.0,272.0,12.0,897,5.0,27
2022-04-12,650.0,284.0,366.0,897,2.0,349
2022-04-13,650.0,561.0,89.0,897,4.0,116
2022-04-14,610.0,841.0,231.0,897,3.0,242
2022-04-15,488.0,801.0,313.0,897,2.0,349
2022-04-16,366.0,679.0,313.0,897,2.0,349
2022-04-17,0.0,557.0,557.0,897,1.0,580
2022-04-18,0.0,280.0,280.0,897,3.0,242
2022-01-03,0.0,0.0,0.0,898,5.0,5
2022-01-04,0.0,0.0,0.0,898,5.0,5
2022-01-05,0.0,0.0,0.0,898,5.0,5
2022-01-06,0.0,0.0,0.0,898,5.0,5
2022-01-07,0.0,0.0,0.0,898,5.0,5
2022-01-08,0.0,0.0,0.0,898,5.0,5
2022-01-09,0.0,0.0,0.0,898,5.0,5
2022-01-10,0.0,0.0,0.0,898,5.0,5
2022-01-11,0.0,0.0,0.0,898,5.0,5
2022-01-12,0.0,0.0,0.0,898,5.0,5
2022-01-13,0.0,0.0,0.0,898,5.0,5
2022-01-14,0.0,0.0,0.0,898,5.0,5
2022-01-15,0.0,0.0,0.0,898,5.0,5
2022-01-16,0.0,0.0,0.0,898,5.0,5
2022-01-17,0.0,0.0,0.0,898,5.0,5
2022-01-18,0.0,0.0,0.0,898,5.0,5
2022-01-19,0.0,0.0,0.0,898,5.0,5
2022-01-20,0.0,0.0,0.0,898,5.0,5
2022-01-21,0.0,0.0,0.0,898,5.0,5
2022-01-22,0.0,0.0,0.0,898,5.0,5
2022-01-23,0.0,0.0,0.0,898,5.0,5
2022-01-24,0.0,0.0,0.0,898,5.0,5
2022-01-25,0.0,0.0,0.0,898,5.0,5
2022-01-26,0.0,0.0,0.0,898,5.0,5
2022-01-28,0.0,0.0,0.0,898,5.0,5
2022-01-29,0.0,0.0,0.0,898,5.0,5
2022-01-30,0.0,0.0,0.0,898,5.0,5
2022-01-31,0.0,0.0,0.0,898,5.0,5
2022-02-01,0.0,0.0,0.0,898,5.0,5
2022-02-02,0.0,0.0,0.0,898,5.0,5
2022-02-03,0.0,0.0,0.0,898,5.0,5
2022-02-04,0.0,0.0,0.0,898,5.0,5
2022-02-05,3.0,0.0,3.0,898,5.0,5
2022-02-06,5.0,3.0,2.0,898,5.0,5
2022-02-07,8.0,5.0,3.0,898,5.0,5
2022-02-08,11.0,8.0,3.0,898,5.0,5
2022-02-09,14.0,11.0,3.0,898,5.0,5
2022-02-10,12.0,14.0,2.0,898,5.0,5
2022-02-11,12.0,12.0,0.0,898,5.0,5
2022-02-12,10.0,12.0,2.0,898,5.0,5
2022-02-13,8.0,10.0,2.0,898,5.0,5
2022-02-14,5.0,8.0,3.0,898,5.0,5
2022-02-15,100.0,5.0,95.0,898,4.0,98
2022-02-16,258.0,100.0,158.0,898,3.0,192
2022-02-17,347.0,258.0,89.0,898,4.0,98
2022-02-18,527.0,347.0,180.0,898,3.0,192
2022-02-19,673.0,527.0,146.0,898,3.0,192
2022-02-20,1013.0,673.0,340.0,898,2.0,305
2022-02-21,1197.0,1154.0,43.0,898,5.0,5
2022-02-22,1335.0,1524.0,189.0,898,3.0,192
2022-02-23,1438.0,1662.0,224.0,898,3.0,192
2022-02-24,1292.0,1765.0,473.0,898,1.0,554
2022-02-25,856.0,1619.0,763.0,898,1.0,554
2022-02-26,512.0,1042.0,530.0,898,1.0,554
2022-02-27,371.0,512.0,141.0,898,3.0,192
2022-02-28,343.0,371.0,28.0,898,5.0,5
2022-03-01,547.0,343.0,204.0,898,3.0,192
2022-03-02,547.0,547.0,0.0,898,5.0,5
2022-03-03,669.0,547.0,122.0,898,4.0,98
2022-03-04,1122.0,669.0,453.0,898,1.0,554
2022-03-05,1348.0,1122.0,226.0,898,3.0,192
2022-03-06,1180.0,1348.0,168.0,898,3.0,192
2022-03-07,1420.0,1180.0,240.0,898,3.0,192
2022-03-08,1441.0,1420.0,21.0,898,5.0,5
2022-03-09,1114.0,1441.0,327.0,898,2.0,305
2022-03-10,887.0,1114.0,227.0,898,3.0,192
2022-03-11,1197.0,887.0,310.0,898,2.0,305
2022-03-12,957.0,1197.0,240.0,898,3.0,192
2022-03-13,920.0,957.0,37.0,898,5.0,5
2022-03-14,880.0,920.0,40.0,898,5.0,5
2022-03-15,826.0,880.0,54.0,898,5.0,5
2022-03-16,530.0,826.0,296.0,898,2.0,305
2022-03-17,530.0,530.0,0.0,898,5.0,5
2022-03-18,431.0,530.0,99.0,898,4.0,98
2022-03-19,337.0,431.0,94.0,898,4.0,98
2022-03-20,246.0,337.0,91.0,898,4.0,98
2022-03-21,341.0,246.0,95.0,898,4.0,98
2022-03-22,524.0,341.0,183.0,898,3.0,192
2022-03-23,624.0,524.0,100.0,898,4.0,98
2022-03-24,604.0,684.0,80.0,898,4.0,98
2022-03-25,494.0,605.0,111.0,898,4.0,98
2022-03-26,349.0,495.0,146.0,898,3.0,192
2022-03-27,166.0,350.0,184.0,898,3.0,192
2022-03-28,59.0,167.0,108.0,898,4.0,98
2022-03-29,0.0,0.0,0.0,898,5.0,5
2022-03-30,0.0,0.0,0.0,898,5.0,5
2022-03-31,0.0,0.0,0.0,898,5.0,5
2022-04-01,0.0,0.0,0.0,898,5.0,5
2022-04-02,0.0,0.0,0.0,898,5.0,5
2022-04-03,0.0,0.0,0.0,898,5.0,5
2022-04-04,0.0,0.0,0.0,898,5.0,5
2022-04-05,51.0,0.0,51.0,898,5.0,5
2022-04-06,328.0,51.0,277.0,898,2.0,305
2022-04-07,519.0,328.0,191.0,898,3.0,192
2022-04-08,683.0,519.0,164.0,898,3.0,192
2022-04-09,910.0,683.0,227.0,898,3.0,192
2022-04-10,1056.0,910.0,146.0,898,3.0,192
2022-04-11,1038.0,1056.0,18.0,898,5.0,5
2022-04-12,1318.0,1038.0,280.0,898,2.0,305
2022-04-13,1641.0,1318.0,323.0,898,2.0,305
2022-04-14,1875.0,1641.0,234.0,898,3.0,192
2022-04-15,2166.0,1875.0,291.0,898,2.0,305
2022-04-16,2399.0,2166.0,233.0,898,3.0,192
2022-04-17,2388.0,2399.0,11.0,898,5.0,5
2022-04-18,2354.0,2388.0,34.0,898,5.0,5
2022-01-03,9.0,10.0,1.0,899,5.0,2
2022-01-04,11.0,9.0,2.0,899,5.0,2
2022-01-05,8.0,11.0,3.0,899,5.0,2
2022-01-06,6.0,8.0,2.0,899,5.0,2
2022-01-07,5.0,6.0,1.0,899,5.0,2
2022-01-08,7.0,5.0,2.0,899,5.0,2
2022-01-09,7.0,7.0,0.0,899,5.0,2
2022-01-10,8.0,7.0,1.0,899,5.0,2
2022-01-11,7.0,8.0,1.0,899,5.0,2
2022-01-12,9.0,7.0,2.0,899,5.0,2
2022-01-13,8.0,9.0,1.0,899,5.0,2
2022-01-14,11.0,8.0,3.0,899,5.0,2
2022-01-15,13.0,11.0,2.0,899,5.0,2
2022-01-16,17.0,13.0,4.0,899,5.0,2
2022-01-17,17.0,17.0,0.0,899,5.0,2
2022-01-18,20.0,17.0,3.0,899,5.0,2
2022-01-19,20.0,20.0,0.0,899,5.0,2
2022-01-20,16.0,20.0,4.0,899,5.0,2
2022-01-21,15.0,16.0,1.0,899,5.0,2
2022-01-22,12.0,15.0,3.0,899,5.0,2
2022-01-23,9.0,12.0,3.0,899,5.0,2
2022-01-24,5.0,9.0,4.0,899,5.0,2
2022-01-25,12.0,10.0,2.0,899,5.0,2
2022-01-26,21.0,13.0,8.0,899,5.0,2
2022-01-28,54.0,16.0,38.0,899,2.0,40
2022-01-29,70.0,21.0,49.0,899,1.0,51
2022-01-30,77.0,25.0,52.0,899,1.0,51
2022-01-31,75.0,24.0,51.0,899,1.0,51
2022-02-01,67.0,24.0,43.0,899,2.0,40
2022-02-02,64.0,21.0,43.0,899,2.0,40
2022-02-03,55.0,20.0,35.0,899,2.0,40
2022-02-04,41.0,17.0,24.0,899,3.0,27
2022-02-05,31.0,12.0,19.0,899,4.0,15
2022-02-06,27.0,9.0,18.0,899,4.0,15
2022-02-07,27.0,8.0,19.0,899,4.0,15
2022-02-08,20.0,5.0,15.0,899,4.0,15
2022-02-09,23.0,4.0,19.0,899,4.0,15
2022-02-10,29.0,5.0,24.0,899,3.0,27
2022-02-11,27.0,6.0,21.0,899,4.0,15
2022-02-12,16.0,5.0,11.0,899,4.0,15
2022-02-13,16.0,4.0,12.0,899,4.0,15
2022-02-14,19.0,4.0,15.0,899,4.0,15
2022-02-15,14.0,3.0,11.0,899,4.0,15
2022-02-16,12.0,2.0,10.0,899,4.0,15
2022-02-17,14.0,4.0,10.0,899,4.0,15
2022-02-18,19.0,6.0,13.0,899,4.0,15
2022-02-19,17.0,7.0,10.0,899,4.0,15
2022-02-20,26.0,8.0,18.0,899,4.0,15
2022-02-21,34.0,12.0,22.0,899,4.0,15
2022-02-22,39.0,13.0,26.0,899,3.0,27
2022-02-23,33.0,14.0,19.0,899,4.0,15
2022-02-24,38.0,12.0,26.0,899,3.0,27
2022-02-25,39.0,15.0,24.0,899,3.0,27
2022-02-26,41.0,15.0,26.0,899,3.0,27
2022-02-27,45.0,16.0,29.0,899,3.0,27
2022-02-28,56.0,18.0,38.0,899,2.0,40
2022-03-01,57.0,21.0,36.0,899,2.0,40
2022-03-02,53.0,22.0,31.0,899,3.0,27
2022-03-03,44.0,22.0,22.0,899,4.0,15
2022-03-04,37.0,21.0,16.0,899,4.0,15
2022-03-05,27.0,21.0,6.0,899,5.0,2
2022-03-06,17.0,19.0,2.0,899,5.0,2
2022-03-07,10.0,14.0,4.0,899,5.0,2
2022-03-08,6.0,10.0,4.0,899,5.0,2
2022-03-09,1.0,6.0,5.0,899,5.0,2
2022-03-10,0.0,1.0,1.0,899,5.0,2
2022-03-11,0.0,0.0,0.0,899,5.0,2
2022-03-12,0.0,0.0,0.0,899,5.0,2
2022-03-13,0.0,0.0,0.0,899,5.0,2
2022-03-14,2.0,0.0,2.0,899,5.0,2
2022-03-15,7.0,2.0,5.0,899,5.0,2
2022-03-16,11.0,7.0,4.0,899,5.0,2
2022-03-17,15.0,11.0,4.0,899,5.0,2
2022-03-18,19.0,15.0,4.0,899,5.0,2
2022-03-19,20.0,19.0,1.0,899,5.0,2
2022-03-20,15.0,20.0,5.0,899,5.0,2
2022-03-21,12.0,15.0,3.0,899,5.0,2
2022-03-22,19.0,12.0,7.0,899,5.0,2
2022-03-23,27.0,10.0,17.0,899,4.0,15
2022-03-24,34.0,8.0,26.0,899,3.0,27
2022-03-25,48.0,6.0,42.0,899,2.0,40
2022-03-26,65.0,9.0,56.0,899,1.0,51
2022-03-27,60.0,15.0,45.0,899,2.0,40
2022-03-28,58.0,16.0,42.0,899,2.0,40
2022-03-29,65.0,14.0,51.0,899,1.0,51
2022-03-30,54.0,13.0,41.0,899,2.0,40
2022-03-31,48.0,10.0,38.0,899,2.0,40
2022-04-01,49.0,3.0,46.0,899,2.0,40
2022-04-02,50.0,0.0,50.0,899,1.0,51
2022-04-03,44.0,0.0,44.0,899,2.0,40
2022-04-04,51.0,0.0,51.0,899,1.0,51
2022-04-05,50.0,5.0,45.0,899,2.0,40
2022-04-06,54.0,8.0,46.0,899,2.0,40
2022-04-07,53.0,11.0,42.0,899,2.0,40
2022-04-08,53.0,15.0,38.0,899,2.0,40
2022-04-09,56.0,20.0,36.0,899,2.0,40
2022-04-10,55.0,18.0,37.0,899,2.0,40
2022-04-11,54.0,22.0,32.0,899,3.0,27
2022-04-12,55.0,25.0,30.0,899,3.0,27
2022-04-13,55.0,29.0,26.0,899,3.0,27
2022-04-14,50.0,25.0,25.0,899,3.0,27
2022-04-15,49.0,24.0,25.0,899,3.0,27
2022-04-16,50.0,19.0,31.0,899,3.0,27
2022-04-17,49.0,16.0,33.0,899,3.0,27
2022-04-18,48.0,10.0,38.0,899,2.0,40
2022-01-03,0.0,0.0,0.0,900,5.0,3
2022-01-04,0.0,0.0,0.0,900,5.0,3
2022-01-05,0.0,0.0,0.0,900,5.0,3
2022-01-06,0.0,0.0,0.0,900,5.0,3
2022-01-07,0.0,0.0,0.0,900,5.0,3
2022-01-08,0.0,0.0,0.0,900,5.0,3
2022-01-09,0.0,0.0,0.0,900,5.0,3
2022-01-10,0.0,0.0,0.0,900,5.0,3
2022-01-11,0.0,0.0,0.0,900,5.0,3
2022-01-12,0.0,0.0,0.0,900,5.0,3
2022-01-13,0.0,0.0,0.0,900,5.0,3
2022-01-14,0.0,0.0,0.0,900,5.0,3
2022-01-15,0.0,0.0,0.0,900,5.0,3
2022-01-16,0.0,0.0,0.0,900,5.0,3
2022-01-17,0.0,0.0,0.0,900,5.0,3
2022-01-18,0.0,0.0,0.0,900,5.0,3
2022-01-19,0.0,0.0,0.0,900,5.0,3
2022-01-20,0.0,0.0,0.0,900,5.0,3
2022-01-21,0.0,0.0,0.0,900,5.0,3
2022-01-22,0.0,0.0,0.0,900,5.0,3
2022-01-23,0.0,0.0,0.0,900,5.0,3
2022-01-24,0.0,0.0,0.0,900,5.0,3
2022-01-25,0.0,0.0,0.0,900,5.0,3
2022-01-26,0.0,0.0,0.0,900,5.0,3
2022-01-28,0.0,0.0,0.0,900,5.0,3
2022-01-29,0.0,0.0,0.0,900,5.0,3
2022-01-30,0.0,0.0,0.0,900,5.0,3
2022-01-31,0.0,0.0,0.0,900,5.0,3
2022-02-01,0.0,0.0,0.0,900,5.0,3
2022-02-02,0.0,0.0,0.0,900,5.0,3
2022-02-03,0.0,0.0,0.0,900,5.0,3
2022-02-04,0.0,0.0,0.0,900,5.0,3
2022-02-05,0.0,0.0,0.0,900,5.0,3
2022-02-06,0.0,0.0,0.0,900,5.0,3
2022-02-07,0.0,0.0,0.0,900,5.0,3
2022-02-08,0.0,0.0,0.0,900,5.0,3
2022-02-09,0.0,0.0,0.0,900,5.0,3
2022-02-10,0.0,0.0,0.0,900,5.0,3
2022-02-11,0.0,0.0,0.0,900,5.0,3
2022-02-12,0.0,0.0,0.0,900,5.0,3
2022-02-13,0.0,0.0,0.0,900,5.0,3
2022-02-14,0.0,0.0,0.0,900,5.0,3
2022-02-15,0.0,0.0,0.0,900,5.0,3
2022-02-16,0.0,0.0,0.0,900,5.0,3
2022-02-17,0.0,0.0,0.0,900,5.0,3
2022-02-18,0.0,0.0,0.0,900,5.0,3
2022-02-19,0.0,0.0,0.0,900,5.0,3
2022-02-20,0.0,0.0,0.0,900,5.0,3
2022-02-21,0.0,0.0,0.0,900,5.0,3
2022-02-22,0.0,0.0,0.0,900,5.0,3
2022-02-23,0.0,0.0,0.0,900,5.0,3
2022-02-24,0.0,0.0,0.0,900,5.0,3
2022-02-25,0.0,0.0,0.0,900,5.0,3
2022-02-26,0.0,0.0,0.0,900,5.0,3
2022-02-27,0.0,0.0,0.0,900,5.0,3
2022-02-28,0.0,0.0,0.0,900,5.0,3
2022-03-01,0.0,0.0,0.0,900,5.0,3
2022-03-02,0.0,0.0,0.0,900,5.0,3
2022-03-03,0.0,0.0,0.0,900,5.0,3
2022-03-04,0.0,0.0,0.0,900,5.0,3
2022-03-05,0.0,0.0,0.0,900,5.0,3
2022-03-06,0.0,0.0,0.0,900,5.0,3
2022-03-07,0.0,0.0,0.0,900,5.0,3
2022-03-08,0.0,0.0,0.0,900,5.0,3
2022-03-09,0.0,0.0,0.0,900,5.0,3
2022-03-10,0.0,0.0,0.0,900,5.0,3
2022-03-11,0.0,0.0,0.0,900,5.0,3
2022-03-12,0.0,0.0,0.0,900,5.0,3
2022-03-13,0.0,0.0,0.0,900,5.0,3
2022-03-14,0.0,0.0,0.0,900,5.0,3
2022-03-15,0.0,0.0,0.0,900,5.0,3
2022-03-16,978.0,0.0,978.0,900,3.0,1182
2022-03-17,2182.0,0.0,2182.0,900,2.0,1927
2022-03-18,2556.0,0.0,2556.0,900,1.0,2890
2022-03-19,2677.0,0.0,2677.0,900,1.0,2890
2022-03-20,3478.0,0.0,3478.0,900,1.0,2890
2022-03-21,2851.0,0.0,2851.0,900,1.0,2890
2022-03-22,1768.0,0.0,1768.0,900,2.0,1927
2022-03-23,1394.0,0.0,1394.0,900,3.0,1182
2022-03-24,1273.0,0.0,1273.0,900,3.0,1182
2022-03-25,472.0,0.0,472.0,900,4.0,436
2022-03-26,198.0,0.0,198.0,900,5.0,3
2022-03-27,101.0,0.0,101.0,900,5.0,3
2022-03-28,389.0,0.0,389.0,900,4.0,436
2022-03-29,518.0,0.0,518.0,900,4.0,436
2022-03-30,849.0,0.0,849.0,900,3.0,1182
2022-03-31,1316.0,0.0,1316.0,900,3.0,1182
2022-04-01,1886.0,0.0,1886.0,900,2.0,1927
2022-04-02,1964.0,0.0,1964.0,900,2.0,1927
2022-04-03,1835.0,0.0,1835.0,900,2.0,1927
2022-04-04,1504.0,0.0,1504.0,900,3.0,1182
2022-04-05,960.0,0.0,960.0,900,3.0,1182
